mode,load,0_densenet169-2,1_efficientnet_b5-2,2_squeezenet1_0-2
mps-uncap,0.8,52.30031013488774,31.471848487854004,4.646205902099611
mps-uncap,0.9,86.15398406982425,82.61368274688729,9.371852874755858
mps-uncap,1.0,323.93624782562256,210.9843969345093,432.4106693267822
mps-uncap,0.5,15.854787826538086,13.87567520141602,2.3995161056518555
mps-uncap,0.6,21.5639591217041,18.968868255615227,1.990580558776856
mps-uncap,0.7,29.86137866973877,20.64955234527588,3.0735492706298833
mps-uncap,0.1,9.85064506530763,10.4909896850586,1.360559463500978
mps-uncap,0.2,12.979555130004888,11.500835418701175,2.524137496948242
mps-uncap,0.3,12.648916244506838,11.638450622558596,3.3782720565795894
mps-uncap,0.4,13.14687728881836,12.081623077392578,3.0652999877929688
