mode,load,0_densenet169-2,1_efficientnet_b5-2,2_squeezenet1_0-2
mps-uncap,0.8,62.61816024780277,40.78257083892822,5.842638015747071
mps-uncap,0.9,96.19219303131108,91.87905788421638,10.583114624023434
mps-uncap,1.0,334.4723701477053,220.35887241363528,433.60538482666016
mps-uncap,0.5,26.16648674011231,23.61440658569336,3.8175582885742188
mps-uncap,0.6,31.4967155456543,28.069543838500977,3.159332275390626
mps-uncap,0.7,40.08302688598633,29.603123664855957,4.221248626708985
mps-uncap,0.1,27.391099929809574,26.6505241394043,3.7462711334228533
mps-uncap,0.2,27.849340438842784,25.410461425781254,4.934072494506836
mps-uncap,0.3,25.315618515014652,24.190282821655277,5.440807342529295
mps-uncap,0.4,24.31321144104004,22.486543655395522,4.715156555175781
