mode,load,0_densenet169-2,1_efficientnet_b5-2,2_squeezenet1_0-2
mps-uncap,0.8,136.18946075439453,83.06002616882324,14.426231384277344
mps-uncap,0.9,172.20520973205566,259.8392963409424,27.092695236206055
mps-uncap,1.0,479.54869270324707,384.25207138061523,517.681360244751
mps-uncap,0.5,84.81073379516602,51.42545700073242,9.445428848266602
mps-uncap,0.6,83.36186408996582,52.14500427246094,7.9193115234375
mps-uncap,0.7,82.77511596679688,85.04652976989746,15.272855758666992
mps-uncap,0.1,42.4041748046875,46.40674591064453,7.7037811279296875
mps-uncap,0.2,45.226335525512695,35.50004959106445,12.049198150634766
mps-uncap,0.3,39.15715217590332,52.92558670043945,14.398574829101562
mps-uncap,0.4,43.20883750915527,45.37391662597656,12.792110443115234
