mode,load,0_densenet169-2,1_efficientnet_b5-2,2_squeezenet1_0-2
mps-uncap,0.8,12.340612411499023,11.156010627746582,1.4472007751464844
mps-uncap,0.9,11.364078521728517,10.71377992630005,1.45721435546875
mps-uncap,1.0,10.43271541595459,10.074191093444824,1.4675331115722654
mps-uncap,0.5,16.692790985107422,15.042715072631832,1.8873286247253416
mps-uncap,0.6,13.306331634521484,12.538213729858397,1.652028560638428
mps-uncap,0.7,12.623045444488527,11.62217855453492,1.4256763458251938
mps-uncap,0.1,26.99693202972412,23.410682678222656,2.9905724525451656
mps-uncap,0.2,23.67608070373535,22.901601791381836,2.9571056365966797
mps-uncap,0.3,18.216710090637207,19.951078891754154,2.7702546119689937
mps-uncap,0.4,17.89250373840332,15.808448791503906,2.492947578430176
