mode,load,0_densenet169-2,1_efficientnet_b5-2,2_squeezenet1_0-2
mps-uncap,0.8,101.49129867553701,54.95138168334958,9.196624755859375
mps-uncap,0.9,133.27773809432986,198.12691688537615,19.486007690429684
mps-uncap,1.0,433.65465879440313,324.52286481857294,503.9809036254883
mps-uncap,0.5,41.500940322875955,31.220779418945302,5.970766544342039
mps-uncap,0.6,50.579285621643116,36.1717677116394,4.358179569244388
mps-uncap,0.7,58.35078477859497,41.96377992630006,6.425056457519526
mps-uncap,0.1,25.165538787841804,28.081607818603516,3.422586917877197
mps-uncap,0.2,26.11693382263182,24.36401367187499,5.855321884155289
mps-uncap,0.3,25.861897468566895,24.394068717956547,7.439126968383784
mps-uncap,0.4,27.853584289550827,29.115447998046896,7.093210220336914
