mode,load,0_densenet169-2,1_efficientnet_b5-2,2_squeezenet1_0-2
mps-uncap,0.8,0.009775161743164062,0.0095367431640625,0.007152557373046875
mps-uncap,0.9,0.011444091796875,0.012159347534179688,0.0073909759521484375
mps-uncap,1.0,0.011682510375976562,0.008821487426757812,0.0095367431640625
mps-uncap,0.5,0.011682510375976562,0.011444091796875,0.0073909759521484375
mps-uncap,0.6,0.009775161743164062,0.011205673217773438,0.0069141387939453125
mps-uncap,0.7,0.0095367431640625,0.008821487426757812,0.0073909759521484375
mps-uncap,0.1,0.012874603271484375,0.012874603271484375,0.009059906005859375
mps-uncap,0.2,0.011920928955078125,0.011920928955078125,0.008106231689453125
mps-uncap,0.3,0.011682510375976562,0.01049041748046875,0.0095367431640625
mps-uncap,0.4,0.010728836059570312,0.011682510375976562,0.00762939453125
