mode,load,0_densenet169-2,1_efficientnet_b5-2,2_squeezenet1_0-2
mps-uncap,0.8,23.262381553649902,17.54283905029297,2.3076534271240234
mps-uncap,0.9,39.766907691955566,31.0286283493042,4.097700119018555
mps-uncap,1.0,110.27729511260986,80.15966415405273,124.59254264831543
mps-uncap,0.5,12.878179550170898,11.342525482177734,1.7077922821044922
mps-uncap,0.6,13.559103012084961,12.296199798583984,1.4293193817138672
mps-uncap,0.7,17.641782760620117,13.861775398254395,1.8045902252197266
mps-uncap,0.1,18.38541030883789,19.919157028198242,2.5763511657714844
mps-uncap,0.2,17.565488815307617,15.818119049072266,2.604961395263672
mps-uncap,0.3,13.896465301513672,14.997124671936035,2.5430917739868164
mps-uncap,0.4,12.797355651855469,11.662960052490234,2.189159393310547
