mode,load,0_densenet169-2,1_efficientnet_b5-2,2_squeezenet1_0-2
mps-uncap,0.8,13.970375061035156,13.003110885620117,2.475738525390625
mps-uncap,0.9,13.410568237304688,12.819051742553711,2.6574134826660156
mps-uncap,1.0,12.695789337158203,12.344837188720703,2.5479793548583984
mps-uncap,0.5,18.711328506469727,15.997886657714844,2.6862621307373047
mps-uncap,0.6,18.376588821411133,15.682458877563477,2.622842788696289
mps-uncap,0.7,18.291234970092773,14.89114761352539,2.413034439086914
mps-uncap,0.1,27.54950523376465,27.82464027404785,3.453493118286133
mps-uncap,0.2,27.120113372802734,23.807287216186523,4.137992858886719
mps-uncap,0.3,18.73040199279785,21.755695343017578,4.258394241333008
mps-uncap,0.4,18.91803741455078,16.614913940429688,3.0150413513183594
