mode,load,0_densenet169-2,1_efficientnet_b5-2,2_squeezenet1_0-2
mps-uncap,0.8,10.051965713500977,8.450984954833984,0.9677410125732422
mps-uncap,0.9,9.844303131103516,8.474111557006836,0.9403228759765625
mps-uncap,1.0,9.801626205444336,8.725166320800781,0.9431838989257812
mps-uncap,0.5,9.916305541992188,8.423805236816406,0.9748935699462891
mps-uncap,0.6,9.735584259033203,8.453369140625,0.9305477142333984
mps-uncap,0.7,9.928226470947266,8.317708969116211,0.9663105010986328
mps-uncap,0.1,10.074853897094727,8.490562438964844,0.9863376617431641
mps-uncap,0.2,9.881019592285156,8.531332015991211,0.9636878967285156
mps-uncap,0.3,9.805917739868164,8.482933044433594,0.9617805480957031
mps-uncap,0.4,9.491682052612305,8.44430923461914,0.9667873382568359
