mode,load,0_efficientnet_b5-16,1_densenet121-4,2_mobilenet_v3_large-8
mps-uncap,1.0,20.08652687072754,11.965513229370117,4.886865615844727
mig,1.0,31.708240509033203,11.824369430541992,4.852771759033203
