mode,load,0_efficientnet_b5-16,1_densenet121-4,2_mobilenet_v3_large-8
mps-uncap,1.0,23.10981512069702,16.789665222167965,9.946498870849608
mig,1.0,33.82504940032959,12.729883193969727,5.284049510955811
