mode,load,0_efficientnet_b5-16,1_densenet121-4,2_mobilenet_v3_large-8
mps-uncap,1.0,716.0757058482484,273.62869586430753,1255.74218778197
mig,1.0,499.36825410253294,332.7784483326508,1619.4351905157089
