mode,load,0_efficientnet_b5-16,1_densenet121-4,2_mobilenet_v3_large-8
mps-uncap,1.0,22.7968692779541,16.22004508972168,8.906936645507812
mig,1.0,32.29508399963379,12.175321578979492,5.023479461669922
