mode,load,0_efficientnet_b5-16,1_densenet121-4,2_mobilenet_v3_large-8
mps-uncap,1.0,34.012556076049805,22.71246910095215,17.26818084716797
mig,1.0,45.99761962890625,23.060321807861328,19.87624168395996
