mode,load,0_squeezenet1_0-32,1_densenet121-2,2_resnet152-4
mps-uncap,1.0,0.003337860107421875,0.0059604644775390625,0.00476837158203125
mig,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
