mode,load,0_squeezenet1_0-32,1_densenet121-2,2_resnet152-4
mps-uncap,1.0,7.250785827636719,12.647151947021484,18.715858459472656
mig,1.0,12.434959411621094,12.015104293823242,15.128374099731445
