mode,load,0_squeezenet1_0-32,1_densenet121-2,2_resnet152-4
mps-uncap,1.0,7.931709289550781,16.051173210144043,23.979663848876953
mig,1.0,12.763500213623047,12.154102325439453,15.298604965209961
