mode,load,0_squeezenet1_0-32,1_densenet121-2,2_resnet152-4
mps-uncap,1.0,8.413219451904297,16.682147979736328,24.7736930847168
mig,1.0,13.356924057006836,12.373876571655273,15.468001365661621
