mode,load,0_squeezenet1_0-32,1_densenet121-2,2_resnet152-4
mps-uncap,1.0,8.413219451904297,16.682028770446777,24.7734546661377
mig,1.0,13.356685638427734,12.37342357635498,15.46788215637207
