mode,load,0_squeezenet1_0-32,1_densenet121-2,2_resnet152-4
mps-uncap,1.0,7.931947708129883,16.051292419433594,23.979902267456055
mig,1.0,12.763738632202148,12.154340744018555,15.298843383789062
