mode,load,0_squeezenet1_0-32,1_densenet121-2,2_resnet152-4
mps-uncap,1.0,9.03407096862793,17.814218997955322,26.059346199035645
mig,1.0,14.964160919189451,12.928700447082518,16.20713472366333
