mode,load,0_resnet101-8,1_resnet50-8,2_squeezenet1_1-8
mps-uncap,0.8,243.88718605041504,86.87782287597656,87.27455139160156
mps-uncap,0.9,354.5999526977539,388.7138366699219,78.31192016601562
mps-uncap,1.0,5019.818305969238,3397.205591201782,7414.424419403076
mps-uncap,0.5,54.93283271789551,62.799930572509766,27.152061462402344
mps-uncap,0.6,78.57108116149902,47.40762710571289,32.01651573181152
mps-uncap,0.7,102.82254219055176,83.92882347106934,24.384737014770508
mps-uncap,0.1,50.17971992492676,30.704736709594727,16.071319580078125
mps-uncap,0.2,50.325632095336914,31.144380569458008,18.495798110961914
mps-uncap,0.3,46.854496002197266,33.79201889038086,18.770933151245117
mps-uncap,0.4,53.545475006103516,32.91749954223633,19.954442977905273
