mode,load,0_resnet101-8,1_resnet50-8,2_squeezenet1_1-8
mps-uncap,0.8,9.049654006958008,4.721641540527344,1.7118453979492188
mps-uncap,0.9,9.464263916015625,4.84466552734375,1.7445087432861328
mps-uncap,1.0,9.029865264892578,4.809379577636719,1.7707347869873047
mps-uncap,0.5,8.95237922668457,4.684686660766602,1.7094612121582031
mps-uncap,0.6,9.018659591674805,4.699230194091797,1.7154216766357422
mps-uncap,0.7,8.882999420166016,4.769802093505859,1.7194747924804688
mps-uncap,0.1,9.115934371948242,5.038738250732422,1.9850730895996094
mps-uncap,0.2,9.126424789428711,4.953145980834961,1.9869804382324219
mps-uncap,0.3,9.00125503540039,4.673242568969727,1.7261505126953125
mps-uncap,0.4,8.914947509765625,4.644632339477539,1.7054080963134766
