mode,load,0_resnet101-8,1_resnet50-8,2_squeezenet1_1-8
mps-uncap,0.8,78.06501388549806,33.244657516479485,18.06626319885254
mps-uncap,0.9,209.6961259841919,259.60688591003424,28.402400016784668
mps-uncap,1.0,4216.549873352051,3000.3480434417725,6550.8713722229
mps-uncap,0.5,23.58264923095703,14.38915729522705,6.811785697937014
mps-uncap,0.6,28.491830825805668,16.21356010437012,7.586860656738282
mps-uncap,0.7,38.884758949279785,23.993444442749034,7.8705549240112305
mps-uncap,0.1,24.161863327026374,14.522719383239753,5.109930038452149
mps-uncap,0.2,24.768710136413574,17.78762340545655,6.809306144714357
mps-uncap,0.3,23.620128631591797,16.164207458496094,7.09357261657715
mps-uncap,0.4,22.921538352966305,15.177726745605467,6.617546081542969
