mode,load,0_resnet101-8,1_resnet50-8,2_squeezenet1_1-8
mps-uncap,0.8,446.51911109564094,839.4199172884286,1968.489488568861
mps-uncap,0.9,496.97018254543934,968.8319515093992,2248.703533334119
mps-uncap,1.0,505.10197102478253,1025.8522628521912,2204.1814005220526
mps-uncap,0.5,261.05301383120405,551.8501088638698,1229.0722891331
mps-uncap,0.6,338.04286377581053,649.7299520228694,1490.6014372083653
mps-uncap,0.7,377.75171527441614,752.5805291866862,1722.1347713311661
mps-uncap,0.1,55.65106709768265,105.14397179949341,245.85433354540774
mps-uncap,0.2,113.27510130964971,203.45615900858226,493.05442834022676
mps-uncap,0.3,167.66881682415192,317.5432603302157,751.5979633575855
mps-uncap,0.4,224.80959442458578,423.71379281472554,999.5829653618048
