mode,load,0_efficientnet_b7-4,1_efficientnet_b5-2,2_resnet101-2
mps-uncap,1.0,21.93903923034668,15.284061431884766,9.498238563537598
mig,1.0,21.941661834716797,15.368223190307617,9.34147834777832
