mode,load,0_efficientnet_b7-4,1_efficientnet_b5-2,2_resnet101-2
mps-uncap,1.0,181.8068065337013,130.28803012240016,209.13636052048062
mig,1.0,182.08111643192532,129.98441311501756,213.80296536156195
