mode,load,0_mobilenet_v3_small-32,1_densenet169-2,2_resnet18-2
mps-uncap,1.0,5.2115678787231445,18.227176666259762,2.67472505569458
mig,1.0,5.642459392547607,17.943124771118164,2.2127628326416016
