mode,load,0_mobilenet_v3_small-32,1_densenet169-2,2_resnet18-2
mps-uncap,1.0,4.191160202026367,17.241716384887695,1.9383430480957031
mig,1.0,4.243612289428711,16.892433166503906,2.0475387573242188
