mode,load,0_mobilenet_v3_small-32,1_densenet169-2,2_resnet18-2
mps-uncap,1.0,14.473199844360352,23.686647415161133,12.115955352783203
mig,1.0,19.162893295288086,25.203466415405273,14.473199844360352
