mode,load,0_mobilenet_v3_small-32,1_densenet169-2,2_resnet18-2
mps-uncap,1.0,4.288434982299805,17.456531524658203,1.9922256469726562
mig,1.0,4.854917526245117,17.046213150024414,2.0873546600341797
