mode,load,0_mobilenet_v3_small-8,1_efficientnet_b7-2,2_inception_v3-4
mps-uncap,1.0,4.167795181274414,21.490097045898438,8.777856826782227
mig,1.0,4.149913787841797,21.29650115966797,8.617401123046875
