mode,load,0_mobilenet_v3_small-8,1_efficientnet_b7-2,2_inception_v3-4
mps-uncap,1.0,0.0040531158447265625,0.0054836273193359375,0.006198883056640625
mig,1.0,0.0050067901611328125,0.007152557373046875,0.0007152557373046875
