mode,load,0_mobilenet_v3_small-8,1_efficientnet_b7-2,2_inception_v3-4
mps-uncap,1.0,4.759466648101805,23.30211639404297,9.498796463012695
mig,1.0,4.579067230224609,22.639484405517578,9.335839748382568
