mode,load,0_mobilenet_v3_small-8,1_efficientnet_b7-2,2_inception_v3-4
mps-uncap,1.0,4.334211349487305,22.446012496948242,9.100675582885742
mig,1.0,4.296064376831055,21.936511993408203,8.930444717407227
