mode,load,0_mobilenet_v3_small-8,1_efficientnet_b7-2,2_inception_v3-4
mps-uncap,1.0,1897.7064773449151,92.31147459133604,451.1708816596123
mig,1.0,1911.7086487602603,93.24625135529959,459.422438222068
