mode,load,0_mobilenet_v3_small-8,1_efficientnet_b7-2,2_inception_v3-4
mps-uncap,1.0,4.102230072021484,21.019458770751953,8.59832763671875
mig,1.0,4.0760040283203125,21.00849151611328,8.490800857543945
