mode,load,0_densenet169-16,1_efficientnet_b6-4,2_resnet50-16
mps-uncap,0.8,429.62875590258807,107.12533717491534,1193.2611364784564
mps-uncap,0.9,463.511598528118,123.33862581083807,1323.5344965610577
mps-uncap,1.0,458.4820591707095,122.79392918007069,1416.8985662718032
mps-uncap,0.5,264.68160048253924,66.8265814785946,747.0513360402941
mps-uncap,0.6,309.78050440485356,80.65176179352429,882.3092098136551
mps-uncap,0.7,377.1815696825994,93.91089204182303,1042.7142240056507
mps-uncap,0.1,52.3848766142081,13.65278313548393,154.66530100381246
mps-uncap,0.2,109.70604818823074,26.325660517107373,281.86556753598154
mps-uncap,0.3,161.21704812726895,40.15602674752375,437.2516371614843
mps-uncap,0.4,214.45499784031998,51.801916679121355,573.8559009717663
