mode,load,0_densenet169-16,1_efficientnet_b6-4,2_resnet50-16
mps-uncap,0.8,0.011682510375976562,0.012159347534179688,0.0095367431640625
mps-uncap,0.9,0.011444091796875,0.012636184692382812,0.009298324584960938
mps-uncap,1.0,0.0152587890625,0.014781951904296875,0.010013580322265625
mps-uncap,0.5,0.010728836059570312,0.01049041748046875,0.009298324584960938
mps-uncap,0.6,0.011682510375976562,0.011920928955078125,0.009059906005859375
mps-uncap,0.7,0.012159347534179688,0.011920928955078125,0.010013580322265625
mps-uncap,0.1,0.013589859008789062,0.011920928955078125,0.014543533325195312
mps-uncap,0.2,0.012874603271484375,0.011920928955078125,0.012159347534179688
mps-uncap,0.3,0.012159347534179688,0.012159347534179688,0.011205673217773438
mps-uncap,0.4,0.012159347534179688,0.012159347534179688,0.009775161743164062
