mode,load,0_densenet169-16,1_efficientnet_b6-4,2_resnet50-16
mps-uncap,0.8,36.25893592834473,39.74199295043945,22.114276885986328
mps-uncap,0.9,46.218156814575195,39.6120548248291,22.7816104888916
mps-uncap,1.0,45.46809196472168,42.43612289428711,19.680261611938477
mps-uncap,0.5,43.408870697021484,31.227588653564453,26.583433151245117
mps-uncap,0.6,35.04586219787598,35.44783592224121,18.684864044189453
mps-uncap,0.7,33.350229263305664,35.68887710571289,21.723270416259766
mps-uncap,0.1,40.97771644592285,41.02683067321777,22.723674774169922
mps-uncap,0.2,40.47751426696777,38.016319274902344,16.386985778808594
mps-uncap,0.3,37.16278076171875,36.09824180603027,17.871379852294922
mps-uncap,0.4,37.101030349731445,32.088518142700195,16.918182373046875
