mode,load,0_mobilenet_v2-8,1_resnet18-32,2_resnet50-8
mps-uncap,0.8,979.7069387778367,3949.2490365713516,559.212946339061
mps-uncap,0.9,1115.924824701059,4191.034175472538,674.3332099733615
mps-uncap,1.0,1219.0881600849443,4061.134155061261,716.4618387200335
mps-uncap,0.5,591.7869783646424,2418.7552564473203,360.35355347398604
mps-uncap,0.6,730.2523737624045,3059.8555455986507,443.6461461917992
mps-uncap,0.7,830.5903708731448,3354.917813183921,518.2337478583732
mps-uncap,0.1,125.61432242539381,491.1457508559604,74.22721088552389
mps-uncap,0.2,241.47267365461735,970.6549831268985,142.94097401274476
mps-uncap,0.3,365.2027257755897,1456.8318945707301,216.7571936039104
mps-uncap,0.4,480.76006378786474,1960.8670205409926,295.27374684154677
