mode,load,0_mobilenet_v2-8,1_resnet18-32,2_resnet50-8
mps-uncap,0.8,8.84244441986084,10.461664199829102,13.563847541809077
mps-uncap,0.9,8.304493427276611,10.41348695755005,13.576650619506836
mps-uncap,1.0,8.346540927886963,8.498430252075195,13.625490665435795
mps-uncap,0.5,8.795688152313232,10.726032257080073,12.462742328643804
mps-uncap,0.6,8.616690635681149,10.38967847824097,12.777781486511234
mps-uncap,0.7,8.03213119506836,10.90689182281494,12.684917449951172
mps-uncap,0.1,10.674009323120112,10.96755027770996,12.685060501098622
mps-uncap,0.2,10.232279300689697,10.803213119506836,12.466061115264885
mps-uncap,0.3,10.11730194091796,10.639600753784176,12.175836563110355
mps-uncap,0.4,9.72452640533447,11.031410694122314,11.480810642242432
