mode,load,0_mobilenet_v2-8,1_resnet18-32,2_resnet50-8
mps-uncap,0.8,8.042764663696289,8.069992065429688,12.421464920043945
mps-uncap,0.9,7.812166213989259,8.355379104614258,12.77470588684082
mps-uncap,1.0,7.915091514587403,8.380508422851562,13.00060749053955
mps-uncap,0.5,7.246828079223636,8.390808105468752,10.26883125305176
mps-uncap,0.6,7.270002365112306,8.152222633361818,10.839700698852539
mps-uncap,0.7,6.987142562866212,8.165502548217773,11.134624481201172
mps-uncap,0.1,9.608888626098633,8.877944946289062,11.163711547851562
mps-uncap,0.2,9.424781799316406,8.659124374389648,11.286616325378418
mps-uncap,0.3,9.506464004516602,8.70356559753418,10.986757278442383
mps-uncap,0.4,8.535146713256836,8.744359016418459,10.306811332702637
