mode,load,0_mobilenet_v2-8,1_resnet18-32,2_resnet50-8
mps-uncap,0.8,110.80646514892578,177.44874954223633,114.09902572631836
mps-uncap,0.9,138.0782127380371,2929.077625274658,266.80493354797363
mps-uncap,1.0,313.2929801940918,10884.624719619751,3270.172357559204
mps-uncap,0.5,43.05315017700195,50.223350524902344,35.576820373535156
mps-uncap,0.6,49.82948303222656,71.11191749572754,60.11009216308594
mps-uncap,0.7,44.96264457702637,148.32377433776855,77.4073600769043
mps-uncap,0.1,27.643203735351562,22.47142791748047,30.248403549194336
mps-uncap,0.2,32.029151916503906,25.438308715820312,34.03902053833008
mps-uncap,0.3,31.666278839111328,31.83460235595703,32.70459175109863
mps-uncap,0.4,31.768083572387695,35.83025932312012,33.255815505981445
