mode,load,0_mobilenet_v2-8,1_resnet18-32,2_resnet50-8
mps-uncap,0.8,3.9017200469970703,4.726171493530273,4.773378372192383
mps-uncap,0.9,4.064321517944336,4.914283752441406,6.273746490478516
mps-uncap,1.0,4.256010055541992,6.860971450805664,5.492448806762695
mps-uncap,0.5,4.001617431640625,4.693269729614258,4.68897819519043
mps-uncap,0.6,4.074811935424805,4.707098007202148,4.738807678222656
mps-uncap,0.7,3.9784908294677734,4.693269729614258,4.702091217041016
mps-uncap,0.1,5.021095275878906,4.747152328491211,6.036281585693359
mps-uncap,0.2,3.983736038208008,4.711627960205078,5.198955535888672
mps-uncap,0.3,4.053592681884766,4.538536071777344,4.649639129638672
mps-uncap,0.4,4.039287567138672,4.692316055297852,4.621267318725586
