mode,load,0_mobilenet_v2-8,1_resnet18-32,2_resnet50-8
mps-uncap,0.8,3.8700103759765625,4.708051681518555,4.733562469482422
mps-uncap,0.9,4.021883010864258,4.796504974365234,5.478620529174805
mps-uncap,1.0,4.044294357299805,4.866123199462891,5.480289459228516
mps-uncap,0.5,3.9815902709960938,4.675149917602539,4.644632339477539
mps-uncap,0.6,4.0454864501953125,4.689931869506836,4.698038101196289
mps-uncap,0.7,3.9360523223876953,4.671573638916016,4.677057266235352
mps-uncap,0.1,4.981040954589844,4.714488983154297,5.995512008666992
mps-uncap,0.2,3.928661346435547,4.690647125244141,5.178928375244141
mps-uncap,0.3,4.025697708129883,4.515171051025391,4.630804061889648
mps-uncap,0.4,4.017114639282227,4.678249359130859,4.60505485534668
