mode,load,0_densenet161-32,1_densenet169-16,2_efficientnet_b5-2
mps-uncap,0.8,569.8646105390316,352.2186051628344,64.4767026028048
mps-uncap,0.9,680.709012968033,401.28841939611465,72.67154577474162
mps-uncap,1.0,658.1105708176912,460.756277641061,69.81487345818977
mps-uncap,0.5,370.9183575196854,211.45323149967749,41.60683393505143
mps-uncap,0.6,403.521226202317,274.15898255709914,48.70028078463227
mps-uncap,0.7,488.6199334664759,312.5799873750279,56.974769251512825
mps-uncap,0.1,69.5628162878249,55.370276784141254,8.155594843834724
mps-uncap,0.2,143.42973739718983,77.894605000103,15.715943359477654
mps-uncap,0.3,223.30066816232844,132.31475617435814,26.669440033274636
mps-uncap,0.4,309.4728548849388,183.27083129896144,32.113010286356484
