mode,load,0_densenet161-32,1_densenet169-16,2_efficientnet_b5-2
mps-uncap,0.8,465.47104358673096,246.29225969314615,119.6776866912843
mps-uncap,0.9,1171.2876224517822,958.7703609466555,434.1016888618464
mps-uncap,1.0,5804.343776702881,887.473487854003,8824.197297096252
mps-uncap,0.5,117.5499868392945,69.400315284729,46.74558639526342
mps-uncap,0.6,139.16570663452148,72.39426612854004,67.05881118774415
mps-uncap,0.7,177.25605964660647,131.97844505310067,133.41876983642578
mps-uncap,0.1,29.554247856140137,20.91235876083377,26.542558670043938
mps-uncap,0.2,37.76970863342281,28.288908004760756,25.3925085067749
mps-uncap,0.3,74.38115119934079,32.856185436248715,37.1571898460388
mps-uncap,0.4,93.92675161361716,45.65838336944587,45.32811641693114
