mode,load,0_vgg16-32,1_densenet201-2,2_efficientnet_b6-2
ts,0.1,86.74502372741699,56.890249252319336,72.87812232971191
ts,0.2,110.98074913024902,56.929826736450195,54.84724044799805
ts,0.3,86.39979362487793,60.698747634887695,52.34646797180176
ts,0.4,128.3717155456543,64.05067443847656,57.80339241027832
ts,0.5,161.1800193786621,67.03782081604004,57.57427215576172
ts,0.6,237.71214485168457,84.34677124023438,61.05446815490723
ts,0.7,382.6489448547363,72.31712341308594,83.06694030761719
ts,0.8,1647.9430198669434,79.14924621582031,78.99713516235352
ts,0.9,15405.039310455322,75.92082023620605,68.70031356811523
ts,1.0,27372.413158416748,111.55295372009277,94.9094295501709
ts,1.1,37951.35259628296,83.65297317504883,122.62821197509766
ts,1.2,46760.20002365112,90.14225006103516,93.65653991699219
ts,1.3,54259.60469245911,94.61760520935059,131.7296028137207
ts,1.4,61962.14175224304,135.98084449768066,110.05806922912598
ts,1.5,66769.32549476624,132.36498832702637,115.16547203063965
mps-uncap,0.1,75.77204704284668,66.8034553527832,56.102752685546875
mps-uncap,0.2,75.26183128356934,62.46328353881836,82.7481746673584
mps-uncap,0.3,74.8744010925293,86.32206916809082,83.30488204956055
mps-uncap,0.4,103.04403305053711,118.1936264038086,125.81205368041992
mps-uncap,0.5,121.96040153503418,131.81352615356445,160.7649326324463
mps-uncap,0.6,153.98263931274414,213.7625217437744,175.4910945892334
mps-uncap,0.7,185.3938102722168,290.7445430755615,283.13422203063965
mps-uncap,0.8,350.3894805908203,437.46042251586914,504.0326118469238
mps-uncap,0.9,504.103422164917,840.7864570617676,909.8083972930908
mps-uncap,1.0,4003.8111209869385,11306.991338729858,2160.075902938843
mps-uncap,1.1,14315.85693359375,10819.679498672485,9333.348035812378
mps-uncap,1.2,23363.634824752808,22290.849208831787,21362.263679504395
mps-uncap,1.3,28536.813497543335,32110.13960838318,28750.194787979126
mps-uncap,1.4,37539.83759880066,38047.56760597229,37039.08634185791
mps-uncap,1.5,41361.32311820984,42537.373065948486,42228.90305519104
mig,0.1,137.09759712219238,65.35220146179199,34.749507904052734
mig,0.2,206.47644996643066,52.610158920288086,64.0869140625
mig,0.3,309.3152046203613,63.16709518432617,43.19500923156738
mig,0.4,433.0253601074219,59.44633483886719,61.28334999084473
mig,0.5,2249.950647354126,55.669546127319336,50.046443939208984
mig,0.6,13656.334638595581,76.4317512512207,64.02754783630371
mig,0.7,30831.862211227417,82.31520652770996,75.93345642089844
mig,0.8,41572.935819625854,67.54374504089355,62.61563301086426
mig,0.9,55929.598569869995,61.75732612609863,68.21680068969727
mig,1.0,56466.373443603516,79.98347282409668,68.13383102416992
mig,1.1,61578.728914260864,80.91521263122559,68.88413429260254
mig,1.2,67491.01853370667,107.68651962280273,66.70808792114258
mig,1.3,71516.11638069153,103.42669486999512,82.916259765625
mig,1.4,74457.19647407532,88.6993408203125,77.92139053344727
mig,1.5,78144.35935020447,83.0085277557373,74.5697021484375
