mode,load,0_vgg16-32,1_densenet201-2,2_efficientnet_b6-2
mps-uncap,0.1,49.26586151123047,25.46238899230957,31.01968765258789
mps-uncap,0.2,48.677682876586914,41.06903076171875,47.90067672729492
mps-uncap,0.3,54.67081069946289,54.34393882751465,61.23709678649902
mps-uncap,0.4,82.47566223144531,75.07967948913574,97.55444526672363
mps-uncap,0.5,102.30779647827148,91.64237976074219,100.00848770141602
mps-uncap,0.6,132.88211822509766,179.1214942932129,146.3601589202881
mps-uncap,0.7,164.34788703918457,214.05768394470215,237.9920482635498
mps-uncap,0.8,328.9647102355957,352.30326652526855,462.8589153289795
mps-uncap,0.9,482.44214057922363,769.6285247802734,861.4318370819092
mps-uncap,1.0,3982.3830127716064,11221.211194992065,2095.8640575408936
mps-uncap,1.1,14294.77858543396,10740.379571914673,9267.38429069519
mps-uncap,1.2,23342.140674591064,22205.30867576599,21297.375440597534
mps-uncap,1.3,28515.73419570923,32023.054361343384,28695.545196533203
mps-uncap,1.4,37518.577575683594,38023.67305755615,36976.85408592224
mps-uncap,1.5,41339.63060379028,42512.41040229797,42180.0434589386
ts,0.1,58.40587615966797,28.079986572265625,31.23164176940918
ts,0.2,70.35565376281738,31.99601173400879,30.524015426635742
ts,0.3,63.9345645904541,36.640167236328125,33.98895263671875
ts,0.4,108.63876342773438,40.04645347595215,35.62021255493164
ts,0.5,134.6116065979004,46.23866081237793,35.64286231994629
ts,0.6,218.94383430480957,63.42911720275879,41.63503646850586
ts,0.7,363.16585540771484,52.33645439147949,65.04440307617188
ts,0.8,1628.1230449676514,56.43916130065918,53.99894714355469
ts,0.9,15373.536586761475,55.78255653381348,48.181772232055664
ts,1.0,27352.052927017212,87.52965927124023,76.30586624145508
ts,1.1,37923.72107505798,63.619375228881836,97.4740982055664
ts,1.2,46740.86308479309,67.7793025970459,71.88844680786133
ts,1.3,54230.60488700867,70.15681266784668,113.18635940551758
ts,1.4,61933.63356590271,106.16135597229004,88.81998062133789
ts,1.5,66741.08791351318,107.65576362609863,96.1766242980957
mig,0.1,96.71664237976074,39.74461555480957,17.737388610839844
mig,0.2,166.0013198852539,28.832435607910156,40.663719177246094
mig,0.3,268.81909370422363,42.88673400878906,26.56698226928711
mig,0.4,392.547607421875,36.50665283203125,44.34466361999512
mig,0.5,2209.4807624816895,35.34054756164551,33.15091133117676
mig,0.6,13615.886211395264,56.18548393249512,47.03640937805176
mig,0.7,30791.42117500305,62.36147880554199,58.51292610168457
mig,0.8,41532.44161605835,47.30224609375,45.27616500854492
mig,0.9,55886.89589500427,40.76957702636719,51.31697654724121
mig,1.0,56425.918102264404,59.775352478027344,51.07831954956055
mig,1.1,61537.970781326294,61.000823974609375,52.27971076965332
mig,1.2,67448.82321357727,87.9209041595459,49.93700981140137
mig,1.3,71475.49033164978,83.29463005065918,66.03050231933594
mig,1.4,74416.72945022583,68.7859058380127,61.01536750793457
mig,1.5,78103.86967658997,62.70933151245117,57.61289596557617
