mode,load,0_vgg16-32,1_densenet201-2,2_efficientnet_b6-2
ts,0.1,6.231784820556641,0.12359619140624997,0.11031627655029298
ts,0.2,11.148500442504886,0.11649131774902341,0.12915134429931635
ts,0.3,16.617369651794437,3.9063453674316486,1.1003494262695368
ts,0.4,25.93696117401123,2.147674560546892,6.086587905883808
ts,0.5,41.3228034973145,9.448361396789556,8.75234603881836
ts,0.6,65.62881469726562,9.453773498535156,11.306047439575195
ts,0.7,133.11519622802737,14.591693878173828,14.128422737121582
ts,0.8,1218.7819480895996,14.438128471374501,16.505289077758793
ts,0.9,14111.231184005737,17.494702339172367,18.082523345947262
ts,1.0,25008.23199748993,19.245576858520508,19.753623008728027
ts,1.1,33951.20279788972,19.06042098999024,20.67553997039795
ts,1.2,41708.24236869812,20.819854736328132,21.65861129760742
ts,1.3,48807.35077857971,22.157907485961914,26.967048645019535
ts,1.4,55920.589447021484,27.970314025878906,29.40082550048828
ts,1.5,59881.36177062989,26.554679870605472,31.274247169494654
mps-uncap,0.1,3.058195114135742,0.10619163513183594,0.10962486267089842
mps-uncap,0.2,12.154150009155275,0.10817050933837892,0.510978698730469
mps-uncap,0.3,15.223526954650882,6.204581260681143,0.11277198791503912
mps-uncap,0.4,19.317960739135767,13.071417808532727,10.152983665466314
mps-uncap,0.5,26.1589527130127,18.882775306701717,15.879392623901367
mps-uncap,0.6,35.836553573608406,38.525629043579094,28.833389282226562
mps-uncap,0.7,55.806875228881836,51.460981369018555,51.121878623962395
mps-uncap,0.8,88.19699287414552,106.10983371734623,111.23847961425781
mps-uncap,0.9,275.4782438278199,275.32250881195074,260.04710197448765
mps-uncap,1.0,3617.8059577941895,9263.345623016357,1419.668436050415
mps-uncap,1.1,12647.302150726318,9185.372018814087,8540.620374679565
mps-uncap,1.2,21834.1121673584,20259.53299999237,19044.942378997803
mps-uncap,1.3,26198.95167350769,28162.96949386597,25310.70508956909
mps-uncap,1.4,33570.891070365906,34111.42861843109,32828.68547439575
mps-uncap,1.5,36779.19139862061,37988.89489173889,37597.52309322357
mig,0.1,24.833798408508287,0.12617111206054688,0.12454986572265628
mig,0.2,41.901469230651855,0.13995170593261722,0.132441520690918
mig,0.3,78.32953929901122,0.13809204101562494,0.12931823730468764
mig,0.4,145.1988697052002,0.6240367889404321,5.819439888000488
mig,0.5,1648.8216161727908,7.491207122802734,6.246328353881835
mig,0.6,12064.610004425049,10.165977478027354,10.617280006408713
mig,0.7,27812.72876262665,11.898040771484375,12.764263153076179
mig,0.8,38091.576290130615,14.369869232177734,13.297891616821287
mig,0.9,51017.05489158631,11.004447937011719,13.689756393432617
mig,1.0,50212.41588592529,14.20516967773437,13.987302780151367
mig,1.1,55053.96361351013,16.766786575317393,14.570951461791992
mig,1.2,60435.30840873718,16.10560417175293,14.377832412719727
mig,1.3,64080.148220062256,18.09561252593994,15.970563888549803
mig,1.4,66889.09897804262,18.756484985351562,18.5246467590332
mig,1.5,69728.21741104126,19.155526161193848,17.354726791381836
