mode,load,0_vgg16-32,1_densenet201-2,2_efficientnet_b6-2
mps-uncap,0.1,0.07510185241699219,0.08618831634521484,0.08440017700195312
mps-uncap,0.2,0.05257129669189453,0.08225440979003906,0.08058547973632812
mps-uncap,0.3,0.05173683166503906,0.08058547973632812,0.07796287536621094
mps-uncap,0.4,0.04982948303222656,0.07843971252441406,0.07700920104980469
mps-uncap,0.5,0.05817413330078125,0.07510185241699219,0.06794929504394531
mps-uncap,0.6,4.669547080993652,0.07534027099609375,0.0591278076171875
mps-uncap,0.7,11.074542999267578,0.07581710815429688,0.07236003875732422
mps-uncap,0.8,21.846771240234375,3.3107995986938477,9.975314140319824
mps-uncap,0.9,62.233686447143555,44.46005821228027,49.34358596801758
mps-uncap,1.0,2431.9934844970703,4774.75905418396,485.81862449645996
mps-uncap,1.1,6297.994375228882,3983.2773208618164,5974.594593048096
mps-uncap,1.2,11042.027711868286,13731.31775856018,10976.377010345459
mps-uncap,1.3,14475.675702095032,15889.5024061203,13862.016916275024
mps-uncap,1.4,17658.34081172943,18216.63188934326,18673.58899116516
mps-uncap,1.5,20506.37698173523,20630.27262687683,21559.863924980164
ts,0.1,0.07843971252441406,0.08928775787353516,0.08893013000488281
ts,0.2,0.05364418029785156,0.08630752563476562,0.08380413055419922
ts,0.3,0.052928924560546875,0.08380413055419922,0.08082389831542969
ts,0.4,0.05650520324707031,0.07987022399902344,0.08106231689453125
ts,0.5,2.8228759765625,0.07748603820800781,0.07462501525878906
ts,0.6,13.152360916137695,0.07104873657226562,0.05888938903808594
ts,0.7,32.119035720825195,0.07236003875732422,0.056862831115722656
ts,0.8,650.20751953125,0.052928924560546875,0.052928924560546875
ts,0.9,8446.307063102722,0.058650970458984375,0.05364418029785156
ts,1.0,13539.244413375854,0.05364418029785156,0.05173683166503906
ts,1.1,18445.03664970398,0.05340576171875,0.051975250244140625
ts,1.2,22844.66814994812,0.05364418029785156,0.05507469177246094
ts,1.3,26850.987195968628,0.052928924560546875,0.05435943603515625
ts,1.4,30912.158966064453,0.05507469177246094,0.07843971252441406
ts,1.5,34085.219860076904,0.05519390106201172,0.8292198181152344
mig,0.1,0.08058547973632812,0.09179115295410156,0.08869171142578125
mig,0.2,0.08618831634521484,0.09059906005859375,0.08678436279296875
mig,0.3,16.564249992370605,0.08702278137207031,0.080108642578125
mig,0.4,37.500858306884766,0.0820159912109375,0.07784366607666016
mig,0.5,486.5638017654419,0.08153915405273438,0.07772445678710938
mig,0.6,7395.001173019409,0.0743865966796875,0.06115436553955078
mig,0.7,15904.745936393738,0.07343292236328125,0.06008148193359375
mig,0.8,21165.90642929077,0.05745887756347656,0.05555152893066406
mig,0.9,28385.815620422363,0.05125999450683594,0.05221366882324219
mig,1.0,27950.29354095459,0.052928924560546875,0.051021575927734375
mig,1.1,30483.906507492065,0.05340576171875,0.050067901611328125
mig,1.2,34222.00286388397,0.05245208740234375,0.052928924560546875
mig,1.3,35951.20859146118,0.053048133850097656,0.053882598876953125
mig,1.4,36949.85496997833,0.05435943603515625,0.0553131103515625
mig,1.5,38721.9752073288,0.05412101745605469,0.05269050598144531
