mode,load,0_vgg16-32,1_densenet201-2,2_efficientnet_b6-2
ts,0.1,0.03647804260253906,0.0457763671875,0.04267692565917969
ts,0.2,0.03528594970703125,0.03933906555175781,0.04363059997558594
ts,0.3,0.03361701965332031,0.03933906555175781,0.03552436828613281
ts,0.4,0.034809112548828125,0.04076957702636719,0.03910064697265625
ts,0.5,0.028848648071289062,0.03552436828613281,0.040531158447265625
ts,0.6,0.039577484130859375,0.03719329833984375,0.03886222839355469
ts,0.7,0.03886222839355469,0.025987625122070312,0.04172325134277344
ts,0.8,0.0400543212890625,0.03838539123535156,0.03886222839355469
ts,0.9,0.057697296142578125,0.03695487976074219,0.029087066650390625
ts,1.0,0.04315376281738281,0.037670135498046875,0.0362396240234375
ts,1.1,0.05364418029785156,0.03743171691894531,0.029802322387695312
ts,1.2,0.07653236389160156,0.04029273986816406,0.03528594970703125
ts,1.3,0.06699562072753906,0.03814697265625,0.03647804260253906
ts,1.4,0.07104873657226562,0.042438507080078125,0.03695487976074219
ts,1.5,0.06723403930664062,0.028133392333984375,0.03719329833984375
mps-uncap,0.1,0.040531158447265625,0.041484832763671875,0.04458427429199219
mps-uncap,0.2,0.037670135498046875,0.043392181396484375,0.04076957702636719
mps-uncap,0.3,0.03647804260253906,0.037670135498046875,0.04172325134277344
mps-uncap,0.4,0.034332275390625,0.029802322387695312,0.03600120544433594
mps-uncap,0.5,0.03719329833984375,0.04100799560546875,0.03838539123535156
mps-uncap,0.6,0.033855438232421875,0.04291534423828125,0.029325485229492188
mps-uncap,0.7,0.032901763916015625,0.04172325134277344,0.03361701965332031
mps-uncap,0.8,0.0324249267578125,0.04124641418457031,0.03910064697265625
mps-uncap,0.9,0.025033950805664062,0.035762786865234375,0.03838539123535156
mps-uncap,1.0,0.0286102294921875,0.0457763671875,0.03552436828613281
mps-uncap,1.1,0.03528594970703125,0.040531158447265625,0.03314018249511719
mps-uncap,1.2,0.0514984130859375,0.04172325134277344,0.048160552978515625
mps-uncap,1.3,0.0438690185546875,0.041961669921875,0.05984306335449219
mps-uncap,1.4,0.06890296936035156,0.04482269287109375,0.06961822509765625
mps-uncap,1.5,0.06628036499023438,0.06914138793945312,0.06937980651855469
mig,0.1,0.04315376281738281,0.048160552978515625,0.04673004150390625
mig,0.2,0.0400543212890625,0.041961669921875,0.045299530029296875
mig,0.3,0.04267692565917969,0.0362396240234375,0.03552436828613281
mig,0.4,0.040531158447265625,0.03695487976074219,0.037670135498046875
mig,0.5,0.04291534423828125,0.03814697265625,0.03600120544433594
mig,0.6,0.0400543212890625,0.03457069396972656,0.03790855407714844
mig,0.7,0.048160552978515625,0.03838539123535156,0.03886222839355469
mig,0.8,0.04315376281738281,0.03409385681152344,0.038623809814453125
mig,0.9,0.06842613220214844,0.01621246337890625,0.037670135498046875
mig,1.0,0.08630752563476562,0.032901763916015625,0.03409385681152344
mig,1.1,0.06699562072753906,0.03314018249511719,0.016689300537109375
mig,1.2,0.07748603820800781,0.0362396240234375,0.028133392333984375
mig,1.3,0.07724761962890625,0.03743171691894531,0.03457069396972656
mig,1.4,0.08940696716308594,0.03170967102050781,0.034809112548828125
mig,1.5,0.07796287536621094,0.03314018249511719,0.028371810913085938
