mode,load,0_vgg16-32,1_densenet201-2,2_efficientnet_b6-2
mps-uncap,0.1,19.107818603515625,20.714998245239258,17.451763153076172
mps-uncap,0.2,18.592119216918945,20.863771438598633,17.259836196899414
mps-uncap,0.3,18.608808517456055,20.229578018188477,17.027616500854492
mps-uncap,0.4,18.659114837646484,20.485877990722656,16.72840118408203
mps-uncap,0.5,18.6614990234375,20.676374435424805,16.9832706451416
mps-uncap,0.6,18.70441436767578,20.36762237548828,17.122507095336914
mps-uncap,0.7,18.757104873657227,20.634889602661133,17.232179641723633
mps-uncap,0.8,18.810749053955078,20.133256912231445,16.943693161010742
mps-uncap,0.9,18.890857696533203,20.514249801635742,17.19975471496582
mps-uncap,1.0,20.427227020263672,67.92068481445312,51.24688148498535
mps-uncap,1.1,19.245147705078125,42.916297912597656,27.471065521240234
mps-uncap,1.2,19.13928985595703,26.696205139160156,26.07870101928711
mps-uncap,1.3,20.058393478393555,23.217439651489258,60.07575988769531
mps-uncap,1.4,20.24531364440918,80.51013946533203,60.84752082824707
mps-uncap,1.5,20.129680633544922,81.26068115234375,60.88399887084961
ts,0.1,18.733739852905273,20.387649536132812,17.975330352783203
ts,0.2,18.608570098876953,20.071983337402344,17.151832580566406
ts,0.3,18.629074096679688,20.101308822631836,16.64137840270996
ts,0.4,18.659591674804688,20.599842071533203,16.701459884643555
ts,0.5,18.682003021240234,20.142793655395508,16.599655151367188
ts,0.6,18.756866455078125,20.075321197509766,16.901254653930664
ts,0.7,18.80645751953125,19.88387107849121,16.85047149658203
ts,0.8,18.843889236450195,20.23911476135254,16.873836517333984
ts,0.9,36.88812255859375,19.964218139648438,17.0748233795166
ts,1.0,24.301767349243164,19.838333129882812,17.612218856811523
ts,1.1,19.175291061401367,19.666433334350586,16.935348510742188
ts,1.2,40.199995040893555,19.931316375732422,16.913890838623047
ts,1.3,49.82638359069824,20.44057846069336,16.83521270751953
ts,1.4,62.87956237792969,21.0723876953125,17.124414443969727
ts,1.5,36.37862205505371,20.11728286743164,17.323970794677734
mig,0.1,40.3742790222168,20.734310150146484,17.164945602416992
mig,0.2,40.37761688232422,19.965648651123047,16.70980453491211
mig,0.3,40.366172790527344,20.32947540283203,16.66879653930664
mig,0.4,40.36235809326172,20.325422286987305,16.851186752319336
mig,0.5,40.42458534240723,20.218849182128906,16.922712326049805
mig,0.6,40.42935371398926,20.10798454284668,16.929149627685547
mig,0.7,40.63868522644043,19.788265228271484,17.180442810058594
mig,0.8,40.66324234008789,20.165443420410156,17.317533493041992
mig,0.9,46.58818244934082,19.745826721191406,16.927719116210938
mig,1.0,40.55643081665039,20.223617553710938,16.925811767578125
mig,1.1,40.647268295288086,19.923925399780273,16.56365394592285
mig,1.2,40.642499923706055,19.73700523376465,16.640424728393555
mig,1.3,40.631771087646484,20.158052444458008,16.800642013549805
mig,1.4,40.66658020019531,19.92011070251465,16.796350479125977
mig,1.5,40.64798355102539,20.151376724243164,16.698122024536133
