mode,load,0_vgg16-32,1_densenet201-2,2_efficientnet_b6-2
mps-uncap,0.1,27.887344360351562,24.78015422821045,28.28049659729004
mps-uncap,0.2,20.621538162231445,34.94906425476074,18.507957458496094
mps-uncap,0.3,19.03688907623291,21.69036865234375,23.84352684020996
mps-uncap,0.4,19.231319427490234,24.390101432800293,23.824095726013184
mps-uncap,0.5,19.878149032592773,30.296683311462402,26.446104049682617
mps-uncap,0.6,24.457216262817383,34.37948226928711,31.673431396484375
mps-uncap,0.7,30.94935417175293,49.06010627746582,41.86809062957764
mps-uncap,0.8,42.58251190185547,72.94261455535889,61.28740310668945
mps-uncap,0.9,83.5195779800415,109.84575748443604,106.16850852966309
mps-uncap,1.0,2453.5980224609375,4858.614683151245,549.7171878814697
mps-uncap,1.1,6319.1492557525635,4068.187952041626,6039.76583480835
mps-uncap,1.2,11063.308954238892,13812.535285949707,11041.943192481995
mps-uncap,1.3,14497.263073921204,15974.913239479065,13926.936388015747
mps-uncap,1.4,17679.91816997528,18302.45530605316,18735.894799232483
mps-uncap,1.5,20527.560472488403,20715.41166305542,21625.884294509888
ts,0.1,27.919530868530273,35.66324710845947,30.52806854248047
ts,0.2,21.646976470947266,21.831750869750977,29.19745445251465
ts,0.3,19.248247146606445,23.479819297790527,18.683433532714844
ts,0.4,25.00295639038086,22.721171379089355,22.55868911743164
ts,0.5,29.169321060180664,22.71115779876709,19.39082145690918
ts,0.6,36.70454025268555,22.344350814819336,20.381927490234375
ts,0.7,56.696414947509766,22.786617279052734,20.88773250579834
ts,0.8,676.020622253418,23.202896118164062,21.56853675842285
ts,0.9,8484.836339950562,24.312973022460938,22.052764892578125
ts,1.0,13564.166069030762,24.13487434387207,22.30238914489746
ts,1.1,18469.731330871582,25.06566047668457,23.04232120513916
ts,1.2,22874.958276748657,25.725364685058594,23.810863494873047
ts,1.3,26873.037576675415,25.78449249267578,24.519920349121094
ts,1.4,30932.223081588745,27.33588218688965,25.663375854492188
ts,1.5,34132.230281829834,26.59296989440918,25.931596755981445
mig,0.1,40.50111770629883,35.67492961883545,17.917394638061523
mig,0.2,40.5118465423584,34.66534614562988,29.343724250793457
mig,0.3,57.076334953308105,23.45132827758789,17.598867416381836
mig,0.4,77.8651237487793,21.38495445251465,17.819523811340332
mig,0.5,527.0299911499023,21.04473114013672,17.769336700439453
mig,0.6,7435.509920120239,20.938634872436523,17.83442497253418
mig,0.7,15945.188879966736,20.708799362182617,18.101215362548828
mig,0.8,21206.361532211304,20.984172821044922,18.08762550354004
mig,0.9,28428.515911102295,20.87998390197754,17.960548400878906
mig,1.0,27990.62931537628,21.090030670166016,17.686128616333008
mig,1.1,30524.37138557434,20.79594135284424,17.401933670043945
mig,1.2,34262.72940635681,20.592451095581055,17.435550689697266
mig,1.3,35991.66941642761,21.04771137237549,17.635822296142578
mig,1.4,36990.36204814911,20.86782455444336,17.64082908630371
mig,1.5,38762.61639595032,21.07393741607666,17.57955551147461
