mode,load,0_densenet169-32,1_mobilenet_v2-32,2_mobilenet_v3_large-32,3_resnet50-2
mps-uncap,1.0,0.0007152557373046875,0.0007152557373046875,0.010013580322265625,0.000476837158203125
