mode,load,0_squeezenet1_0-32,1_vgg11-8,2_vgg16-2
mps-uncap,0.8,22.648334503173828,17.487287521362305,13.235807418823242
mps-uncap,0.9,19.268512725830078,16.29805564880371,19.367694854736328
mps-uncap,1.0,25.205135345458984,17.204761505126953,22.42255210876465
mps-uncap,0.5,18.343448638916016,11.623382568359375,12.404918670654297
mps-uncap,0.6,19.153118133544922,12.22085952758789,12.251615524291992
mps-uncap,0.7,21.558284759521484,11.723041534423828,18.245220184326172
mps-uncap,0.1,18.885374069213867,11.076211929321289,12.506246566772461
mps-uncap,0.2,16.936302185058594,10.377883911132812,11.861085891723633
mps-uncap,0.3,18.076419830322266,11.157751083374023,12.446165084838867
mps-uncap,0.4,29.236316680908203,17.9901123046875,26.18265151977539
