mode,load,0_squeezenet1_0-32,1_vgg11-8,2_vgg16-2
mps-uncap,0.8,12.284040451049805,5.855321884155273,6.597042083740234
mps-uncap,0.9,13.870716094970703,7.126808166503906,9.336590766906738
mps-uncap,1.0,14.70804214477539,7.066249847412109,9.108543395996094
mps-uncap,0.5,8.767366409301758,4.276275634765625,3.518819808959961
mps-uncap,0.6,9.40704345703125,4.5166015625,4.201650619506836
mps-uncap,0.7,10.99097728729248,5.223870277404785,4.997730255126953
mps-uncap,0.1,8.59057903289795,4.1255950927734375,2.975583076477051
mps-uncap,0.2,8.456945419311523,4.0760040283203125,2.916574478149414
mps-uncap,0.3,8.309245109558105,4.060029983520508,2.871274948120117
mps-uncap,0.4,8.527398109436035,4.10306453704834,2.968311309814453
