mode,load,0_squeezenet1_0-32,1_vgg11-8,2_vgg16-2
mps-uncap,0.8,6.065607070922852,3.4890174865722656,2.0563602447509766
mps-uncap,0.9,6.682157516479492,3.5741329193115234,2.105236053466797
mps-uncap,1.0,10.946273803710938,3.5796165466308594,2.078533172607422
mps-uncap,0.5,6.096601486206055,3.4410953521728516,2.0427703857421875
mps-uncap,0.6,6.059885025024414,3.4570693969726562,2.0341873168945312
mps-uncap,0.7,6.003379821777344,3.406047821044922,2.0461082458496094
mps-uncap,0.1,6.044149398803711,3.503084182739258,2.17437744140625
mps-uncap,0.2,5.986928939819336,3.4592151641845703,2.225637435913086
mps-uncap,0.3,5.936861038208008,3.4470558166503906,2.040386199951172
mps-uncap,0.4,5.970478057861328,3.4515857696533203,2.056598663330078
