mode,load,0_squeezenet1_0-32,1_vgg11-8,2_vgg16-2
mps-uncap,0.8,1905.7457024722064,948.6795128647307,186.57457840238897
mps-uncap,0.9,2239.3394522872263,1080.4783226421312,206.19157103154726
mps-uncap,1.0,2161.7509080484306,1084.2496435885525,218.02385716986026
mps-uncap,0.5,1230.6271939105018,579.5547651733929,116.36631959169682
mps-uncap,0.6,1424.1067922490754,677.6893704954001,133.461687771937
mps-uncap,0.7,1675.03808590711,830.6503348661041,162.0296208144859
mps-uncap,0.1,249.87830069403418,115.28896687200559,23.606080739173347
mps-uncap,0.2,484.6440910776051,235.60301675854026,45.53415751381387
mps-uncap,0.3,723.9103227520185,350.08265109937935,70.49647436544454
mps-uncap,0.4,945.3296476159151,474.4435801448129,91.73823240361656
