mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-16,2_mobilenet_v3_small-4,3_resnet50-32
mps-uncap,1.0,2172.997162320091,1386.7792415595902,391.69248568959034,1480.2348717296736
