mode,load,0_efficientnet_b5-4,1_efficientnet_b7-8,2_vgg11-2
mps-uncap,0.8,84.32602882385257,119.07408237457277,18.907666206359863
mps-uncap,0.9,105.1682472229004,646.3674068450929,71.36092185974121
mps-uncap,1.0,7244.250917434692,495.0337409973145,5872.386932373047
mps-uncap,0.5,18.00603866577148,25.259184837341316,2.653217315673827
mps-uncap,0.6,28.99761199951173,34.43098068237306,4.071378707885742
mps-uncap,0.7,35.412216186523445,48.57044219970704,6.888484954833983
mps-uncap,0.1,5.170702934265137,0.05345344543457035,0.04971027374267578
mps-uncap,0.2,11.259078979492188,8.733272552490234,1.0362148284912134
mps-uncap,0.3,13.405942916870114,12.285470962524414,1.5263319015502939
mps-uncap,0.4,15.66469669342041,22.213602066040043,2.038979530334473
