mode,load,0_efficientnet_b5-4,1_efficientnet_b7-8,2_vgg11-2
mps-uncap,0.8,24.067306518554688,31.271505355834964,3.348112106323242
mps-uncap,0.9,21.490025520324707,35.245466232299805,3.4073352813720708
mps-uncap,1.0,24.78475570678711,32.35006332397461,3.5810470581054688
mps-uncap,0.5,20.183634757995602,26.476526260375977,2.860879898071289
mps-uncap,0.6,21.172332763671875,28.074097633361816,3.018522262573242
mps-uncap,0.7,22.751569747924805,29.813480377197266,3.19671630859375
mps-uncap,0.1,28.873324394226074,38.67096900939942,2.510190010070801
mps-uncap,0.2,27.106285095214844,26.578426361083984,2.3769378662109375
mps-uncap,0.3,22.514295578002926,25.729656219482422,2.50236988067627
mps-uncap,0.4,20.127749443054203,25.958752632141117,2.7822256088256845
