mode,load,0_efficientnet_b5-4,1_efficientnet_b7-8,2_vgg11-2
mps-uncap,0.8,174.52600479125974,352.09272146224987,83.15547704696655
mps-uncap,0.9,225.577826499939,805.0667428970335,111.81806087493943
mps-uncap,1.0,7613.022375106811,695.5789017677307,6287.53809928894
mps-uncap,0.5,57.76257991790767,82.40009784698486,9.311809539794949
mps-uncap,0.6,92.4196290969849,108.26805591583245,13.130016326904315
mps-uncap,0.7,92.25917339324931,130.97273826599152,19.440088272094716
mps-uncap,0.1,47.62405157089235,57.08480834960937,5.008780956268316
mps-uncap,0.2,46.72176837921142,50.63886642456054,5.367786884307864
mps-uncap,0.3,41.920986175537,55.01291751861577,6.061236858367921
mps-uncap,0.4,53.43402385711673,71.17628812789881,8.244540691375732
